URL,Title,Publish date,Authors,Section,Tags,Sort (Views),Visitors,Views,Avg. views,Engaged minutes,Avg. minutes,New vis.,Views new vis.,Avg. views new vis.,Minutes New Vis.,Avg. minutes new vis.,Returning vis.,Views ret. vis.,Avg. views ret. vis.,Minutes Ret. Vis.,Avg. minutes ret. vis.,Desktop views,Mobile views,Tablet views,Search refs,Internal refs,Other refs,Direct refs,Social refs,Fb refs,Tw refs,Pi refs,Social interactions,Fb interactions,Pi interactions,Channel vis.,Website views,AMP views,Fb instant views,Post id,High-Level Smart Tags,Low-Level Smart Tags
http://indyweek.com/news/durham/durham-association-of-educators-district-superintendent-face-stalemate-over-meet-and-confer-policy/,"Durham Association of Educators, District Superintendent Face Stalemate Over Meet-and-Confer Policy",2024-12-23 20:20,Chase Pellegrini de Paur,Durham County,,1991,1768,1991,1.126,2502,1.415,1264,1382,1.044,1487,1.123,504,609,1.208,1014,2.012,209.0,1758,24,1070.0,163.0,541.0,183.0,26.0,8.0,18.0,,,,,,1991,,,http://indyweek.com/news/durham/durham-association-of-educators-district-superintendent-face-stalemate-over-meet-and-confer-policy/,"Business,Education,Government,Law, Gov’t & Politics",
http://indyweek.com/food-and-drink/with-ambitious-curbside-food-scraps-collection-pilot-durham-looks-to-cut-landfill-waste/,"With Ambitious Curbside Food Scraps Collection Pilot, Durham Looks to Cut Landfill Waste",2024-12-05 11:45,Gabi Mendick,Food & Drink,,1834,1571,1834,1.167,3245,2.066,1086,1189,1.023,1453,1.25,485,645,1.33,1792,3.695,905.0,855,74,141.0,146.0,412.0,1034.0,101.0,15.0,6.0,,2,2,,,1834,,,http://indyweek.com/food-and-drink/with-ambitious-curbside-food-scraps-collection-pilot-durham-looks-to-cut-landfill-waste/,Technology,"Compost,Kerbside collection,Landfill,Municipal solid waste,Recycling,Scrap,Waste,Waste management"
http://indyweek.com/join/,Join,,Staff,Uncategorized,,1761,1452,1761,1.213,550,0.379,1264,1429,1.102,293,0.226,188,332,1.766,256,1.362,1406.0,347,8,6.0,255.0,4.0,1466.0,9.0,6.0,,,,,,,,,,,,
http://indyweek.com/news/orange/carrboros-lawsuit-against-duke-energy-made-national-news-but-comes-as-no-surprise/,Carrboro’s Lawsuit Against Duke Energy Made National News But Comes as No Surprise,2024-12-06 07:56,Chase Pellegrini de Paur,Orange County,,1672,1452,1672,1.152,2196,1.512,1193,1342,1.08,1396,1.123,259,330,1.274,799,3.085,872.0,742,58,148.0,309.0,169.0,968.0,60.0,13.0,5.0,,92,92,,,1672,,,http://indyweek.com/news/orange/carrboros-lawsuit-against-duke-energy-made-national-news-but-comes-as-no-surprise/,"Law, Gov’t & Politics","Climate change,Infrastructure"
http://indyweek.com/news/wake/raleigh-law-firms-join-forces-to-pursue-civil-lawsuit-against-nc-state-and-monsanto/,Raleigh Law Firms Join Forces to Pursue Civil Lawsuit Against NC State and Monsanto,2024-12-03 20:38,Olivia Gschwind,Wake County,,1653,1372,1653,1.205,2543,1.853,1067,1263,1.083,1430,1.226,305,390,1.279,1113,3.649,927.0,633,93,230.0,215.0,108.0,1026.0,68.0,28.0,12.0,,22,22,,,1653,,,http://indyweek.com/news/wake/raleigh-law-firms-join-forces-to-pursue-civil-lawsuit-against-nc-state-and-monsanto/,"Brain Tumor,Cancer,Health & Fitness,Science","Cancer,Health Hazard Evaluation Program,Monsanto,Polychlorinated biphenyl,Toxic Substances Control Act of 1976"
http://indyweek.com/puzzles-page/,Puzzles Page,,Staff,Uncategorized,,1609,435,1609,3.699,683,1.57,245,499,1.599,113,0.362,190,1110,5.842,570,3.0,927.0,675,7,354.0,308.0,5.0,523.0,,,,,,,,,,,,,,"Puzzle,Sudoku"
http://indyweek.com/culture/art/in-downtown-raleigh-residents-can-follow-the-lights/,"In Downtown Raleigh, Residents Can Follow the Lights",2024-12-19 10:22,Jasmine Gallup,Art,,1546,1339,1546,1.155,1330,0.993,1053,1195,1.068,948,0.847,286,351,1.227,382,1.336,350.0,1174,22,768.0,122.0,247.0,367.0,31.0,11.0,4.0,,,,,,1546,,,http://indyweek.com/culture/art/in-downtown-raleigh-residents-can-follow-the-lights/,Arts & Entertainment,
http://indyweek.com/news/wake/following-arrests-at-amazon-rdu1-warehouse-union-organizers-address-garner-town-council/,"Following Arrests at Amazon RDU1 Warehouse, Union Organizers Address Garner Town Council",2024-12-21 15:20,Lena Geller,Wake County,,1536,1267,1536,1.212,3278,2.587,993,1139,1.076,2013,1.901,274,397,1.449,1264,4.613,387.0,1132,17,411.0,150.0,532.0,361.0,78.0,42.0,30.0,,19,19,,,1536,,,http://indyweek.com/news/wake/following-arrests-at-amazon-rdu1-warehouse-union-organizers-address-garner-town-council/,"Business,Law, Gov’t & Politics,Legal Issues",
http://indyweek.com/news/durham/a-durham-dads-vision-to-help-adults-with-developmental-disabilities/,A Durham Dad’s Vision to Help Adults With Developmental Disabilities,2024-12-09 18:53,Ethan Davidovitch,Durham County,,1380,1168,1380,1.182,1635,1.4,845,941,1.046,840,0.933,323,439,1.359,794,2.458,676.0,606,98,44.0,157.0,131.0,923.0,116.0,106.0,4.0,,94,94,,,1380,,,http://indyweek.com/news/durham/a-durham-dads-vision-to-help-adults-with-developmental-disabilities/,,
http://indyweek.com/news/durham/durham-public-schools-teacher-sends-kids-home-with-food-for-the-holidays/,Durham Public Schools Teacher Sends Kids Home With Food for the Holidays,2024-12-18 12:21,Niles Luke,Durham County,,1306,1150,1306,1.136,1407,1.223,852,964,1.083,875,0.983,298,342,1.148,531,1.782,323.0,936,47,558.0,124.0,107.0,493.0,23.0,23.0,,,13,13,,,1306,,,http://indyweek.com/news/durham/durham-public-schools-teacher-sends-kids-home-with-food-for-the-holidays/,"Cooking, Baking & Desserts,Food & Drink",
http://indyweek.com/news/70-years-historic-raleigh-neighborhood-more-requiem-tiny-town/,"After 70 years, a historic Raleigh neighborhood is no more. A requiem for Tiny Town",2015-06-17 03:00,Tina Haver Currin,News,"demolition,issue: 2015-06-17,news,news feature,raleigh,tiny town",1287,1185,1287,1.086,2516,2.123,1150,1234,1.05,2409,2.05,35,53,1.514,106,3.029,100.0,1137,50,7.0,2.0,,28.0,1250.0,1244.0,,,170,170,,,1287,,,http://indyweek.com/news/70-years-historic-raleigh-neighborhood-more-requiem-tiny-town/,Real Estate,
http://indyweek.com/news/durham/new-years-resolutions-for-the-durham-city-council/,New Year’s Resolutions for the Durham City Council,2024-12-12 12:00,Justin Laidlaw,Durham County,,1220,1048,1220,1.164,2086,1.99,615,671,1.062,582,0.921,433,549,1.268,1503,3.471,739.0,435,46,42.0,245.0,39.0,864.0,25.0,3.0,22.0,,7,7,,,1220,,,http://indyweek.com/news/durham/new-years-resolutions-for-the-durham-city-council/,Education,
http://indyweek.com/music/local-releases-we-loved-in-2024/,Local Releases We Loved in 2024,2024-12-11 09:58,"Sarah Edwards,Brian Howe,Spencer Griffith,Eric Tullis,Jordan Lawrence,Grace Yannotta",Music,,1115,872,1115,1.279,942,1.08,679,745,1.045,399,0.56,193,370,1.917,543,2.813,562.0,459,94,34.0,192.0,9.0,712.0,141.0,61.0,48.0,,30,30,,,1115,,,http://indyweek.com/music/local-releases-we-loved-in-2024/,"Arts & Entertainment,Guitar,Music",Chatham County Line
http://indyweek.com/culture/owl-theory-staircase-peterson-durham/,“Death by Talons” Makes An Unconvincing Case for the Owl Theory,2023-09-27 12:08,Mark I. Pinksy,Page,,1055,835,1055,1.263,2351,2.816,740,906,1.097,1838,2.225,95,149,1.568,512,5.389,194.0,857,4,969.0,4.0,1.0,76.0,4.0,1.0,,,,,,,1055,,,http://indyweek.com/culture/owl-theory-staircase-peterson-durham/,"Law, Gov’t & Politics",Michael Peterson trial
http://indyweek.com/news/durham/new-durham-county-board-of-commissioners-officially-sworn-into-office/,New Durham County Board of Commissioners Officially Sworn Into Office,2024-12-03 18:52,Justin Laidlaw,Durham County,,1050,947,1050,1.109,1010,1.067,701,729,1.027,440,0.62,246,321,1.305,569,2.313,521.0,443,86,89.0,126.0,192.0,589.0,54.0,20.0,4.0,,2,2,,,1050,,,http://indyweek.com/news/durham/new-durham-county-board-of-commissioners-officially-sworn-into-office/,"Education,Health & Fitness",Nida Allam
http://indyweek.com/news/durham/bo-ferguson-named-new-durham-city-manager/,Bo Ferguson Named New Durham City Manager,2024-12-18 22:23,Justin Laidlaw,Durham County,,1001,896,1001,1.117,1634,1.824,569,608,1.027,712,1.203,327,393,1.202,922,2.82,570.0,426,5,78.0,203.0,85.0,561.0,69.0,17.0,18.0,,3,3,,,1001,,,http://indyweek.com/news/durham/bo-ferguson-named-new-durham-city-manager/,,DeDreana Freeman
http://indyweek.com/best-of-the-triangle/,Best of the Triangle,,Staff,Uncategorized,,961,579,961,1.66,281,0.485,413,612,1.357,145,0.322,166,349,2.102,135,0.813,565.0,387,9,328.0,463.0,6.0,104.0,,,,,,,,,,,,,,
http://indyweek.com/news/2024-the-indys-year-in-photos/,2024: The INDY’s Year in Photos,2024-12-11 12:48,Angelica Edwards,Arts & Culture,,934,686,934,1.362,568,0.828,516,641,1.221,286,0.545,170,293,1.724,281,1.653,532.0,315,87,11.0,236.0,14.0,630.0,33.0,5.0,12.0,,5,5,,,934,,,http://indyweek.com/news/2024-the-indys-year-in-photos/,"Law, Gov’t & Politics,Photography & Cameras,Technology","Durham, North Carolina,Jill Stein,Joe Biden,Photojournalism"
http://indyweek.com/news/durham/officials-attend-groundbreaking-for-durham-bus-station-renovations/,Officials Attend Groundbreaking for Durham Bus Station Renovations,2024-12-11 09:19,Justin Laidlaw,Durham County,,933,846,933,1.103,626,0.74,610,643,1.042,258,0.418,236,290,1.229,367,1.555,520.0,324,89,47.0,123.0,198.0,551.0,12.0,2.0,2.0,,3,3,,,933,,,http://indyweek.com/news/durham/officials-attend-groundbreaking-for-durham-bus-station-renovations/,Travel,"Battery electric bus,Bus,Durham, North Carolina,GoDurham,GoTriangle"
http://indyweek.com/food-and-drink/at-night-school-bar-class-is-in-session/,"At Night School Bar, Class Is In Session",2024-12-16 11:06,Sofie Buckminster,Etc.,,918,829,918,1.107,1246,1.503,481,495,1.04,371,0.779,348,423,1.216,875,2.514,493.0,377,48,31.0,176.0,69.0,597.0,44.0,30.0,12.0,,28,28,,,918,,,http://indyweek.com/food-and-drink/at-night-school-bar-class-is-in-session/,"Education,Science",Classroom
http://indyweek.com/music/long-live-kings-a-downtown-raleigh-rock-club-celebrates-25-years/,Long Live Kings: A Downtown Raleigh Rock Club Celebrates 25 Years,2024-11-28 09:00,Jordan Lawrence,Music,,914,819,914,1.116,871,1.063,663,696,1.016,433,0.632,156,218,1.397,437,2.801,489.0,338,87,16.0,106.0,17.0,602.0,167.0,134.0,3.0,,155,155,,,914,,,http://indyweek.com/music/long-live-kings-a-downtown-raleigh-rock-club-celebrates-25-years/,"Arts & Entertainment,Music",
http://indyweek.com/news/consider-giving-to-these-triangle-nonprofits-providing-on-the-ground-assistance-to-local-communities/,Consider Giving to These Triangle Nonprofits Providing On-the-Ground Assistance to Local Communities,2024-12-17 15:00,Jasmine Gallup,News,,875,709,875,1.234,571,0.805,519,615,1.16,264,0.498,190,260,1.368,306,1.611,523.0,302,50,21.0,143.0,15.0,609.0,77.0,38.0,4.0,,17,17,,,875,,,http://indyweek.com/news/consider-giving-to-these-triangle-nonprofits-providing-on-the-ground-assistance-to-local-communities/,"Animals,Immigration,Law, Gov’t & Politics,Legal Issues,Politics","Executive Order 13769,Research Triangle"
http://indyweek.com/news/durham/as-bus-driver-shortage-continues-school-board-considers-walk-zones-and-express-stops/,"As Bus Driver Shortage Continues, School Board Considers Walk Zones and ‘Express Stops’",2024-12-04 13:46,Lily Kempczinski,Durham County,,860,750,860,1.147,788,1.051,556,601,1.051,340,0.594,194,259,1.335,448,2.309,418.0,400,42,203.0,146.0,111.0,385.0,11.0,8.0,2.0,,2,2,,,860,,,http://indyweek.com/news/durham/as-bus-driver-shortage-continues-school-board-considers-walk-zones-and-express-stops/,,
http://indyweek.com/news/orange/town-of-carrboro-sues-duke-energy-for-climate-deception/,Town of Carrboro Sues Duke Energy for Climate ‘Deception’,2024-12-04 12:49,Mario Alejandro Ariza/Floodlight,Orange County,,854,789,854,1.082,761,0.965,669,705,1.04,321,0.473,120,149,1.242,440,3.667,502.0,259,93,58.0,118.0,23.0,600.0,52.0,17.0,12.0,,34,34,,,854,,,http://indyweek.com/news/orange/town-of-carrboro-sues-duke-energy-for-climate-deception/,Science,"Climate,Climate change,Climate change denial,Climate change mitigation,Duke Energy,Energy transition,Fossil fuel,Fuel,Greenhouse gas emissions,Greenhouse gas emissions by China,Natural gas,Renewable energy,Sustainable energy"
http://indyweek.com/newsletters/choose-your-indy-newsletters/,Choose your INDY newsletters.,2024-07-09 11:44,INDY staff,Newsletters,,825,779,825,1.059,148,0.19,742,749,1.004,121,0.162,37,76,2.054,26,0.703,756.0,64,5,10.0,101.0,1.0,701.0,1.0,,,,,,,,825,,,http://indyweek.com/newsletters/choose-your-indy-newsletters/,,
http://indyweek.com/culture/screen/ferry-outer-banks-chapel-hill/,"According to Netflix, You Can Take a Ferry from the Outer Banks to Chapel Hill",2020-04-20 14:00,Sara Pequeño,Screen,"netflix,north carolina,outer banks,satire,screen,television",808,744,808,1.086,607,0.816,717,776,1.069,558,0.769,27,32,1.185,49,1.815,276.0,522,10,71.0,1.0,10.0,715.0,5.0,1.0,,,,,,,808,,,http://indyweek.com/culture/screen/ferry-outer-banks-chapel-hill/,"Arts & Entertainment,Television",Outer Banks
http://indyweek.com/food-and-drink/fearrington-villages-new-wine-shop-and-bar-keeps-things-casual/,Fearrington Village’s New Wine Shop and Bar Keeps Things Casual,2024-12-11 15:00,Elliott Harrell,Food & Drink,,783,702,783,1.115,903,1.286,495,540,1.049,413,0.802,207,243,1.174,489,2.362,459.0,310,14,16.0,127.0,107.0,498.0,33.0,22.0,2.0,,34,34,,,783,,,http://indyweek.com/food-and-drink/fearrington-villages-new-wine-shop-and-bar-keeps-things-casual/,"Alcohol,Dining Out,Food & Drink","Fearrington Village, North Carolina,Menu,Restaurant,Types of restaurant,Wine tasting"
http://indyweek.com/music/how-daniel-levin-learned-to-want-yellow/,How Daniel Levin Learned to Want Yellow,2024-11-29 09:36,Brian Howe,Music,,775,693,775,1.118,703,1.014,560,591,1.021,292,0.504,133,184,1.383,410,3.083,452.0,234,89,13.0,112.0,2.0,626.0,16.0,10.0,3.0,,1,1,,,775,,,http://indyweek.com/music/how-daniel-levin-learned-to-want-yellow/,"Arts & Entertainment,Guitar,Music",
http://indyweek.com/culture/incoming-erotic-thrillers-gothic-horror-and-holiday-counterprogramming/,"Incoming! Erotic Thrillers, Gothic Horror, and Holiday Counterprogramming",2024-12-10 14:46,Glenn McDonald,Screen,,714,675,714,1.058,424,0.628,530,542,1.03,223,0.424,145,172,1.186,200,1.379,458.0,201,55,34.0,98.0,9.0,566.0,7.0,4.0,3.0,,3,3,,,714,,,http://indyweek.com/culture/incoming-erotic-thrillers-gothic-horror-and-holiday-counterprogramming/,"Arts & Entertainment,Movies,Screenwriting","Dracula,Erotic thriller,Halina Reijn,Horror film,Nicole Kidman,Nosferatu"
http://indyweek.com/news/durham/durham-school-board-approves-walk-zones-near-21-elementary-schools/,Durham School Board Approves Walk Zones Near 21 Elementary Schools,2024-12-22 06:55,Lily Kempczinski,Durham County,,679,601,679,1.13,1194,1.987,364,405,1.06,558,1.461,237,274,1.156,635,2.679,191.0,476,12,158.0,118.0,195.0,190.0,14.0,11.0,2.0,,3,3,,,679,,,http://indyweek.com/news/durham/durham-school-board-approves-walk-zones-near-21-elementary-schools/,,Public transport bus service
http://indyweek.com/contactus/,Contact Us,,Staff,Uncategorized,,674,592,674,1.139,298,0.503,500,542,1.048,171,0.331,92,132,1.435,127,1.38,592.0,79,3,389.0,241.0,1.0,40.0,,,,,,,,,,,,,,Indy Week
http://indyweek.com/news/voices/voices-who-deserves-to-die-not-the-136-people-currently-on-death-row-in-raleigh/,Voices: Who Deserves to Die? Not the 136 People Currently on Death Row in Raleigh.,2024-12-05 14:00,Amanda Abrams,Voices,,644,583,644,1.105,571,0.979,463,495,1.053,254,0.54,120,149,1.242,316,2.633,368.0,229,47,64.0,106.0,55.0,379.0,37.0,19.0,15.0,,27,27,,,644,,,http://indyweek.com/news/voices/voices-who-deserves-to-die-not-the-136-people-currently-on-death-row-in-raleigh/,"Law, Gov’t & Politics,Legal Issues",Capital punishment
http://indyweek.com/news/durham/a-new-campaign-asks-does-duke-respect-durham/,A New Campaign Asks: ‘Does Duke Respect Durham?’,2024-11-21 10:12,"Erin Gretzinger,Justin Laidlaw,Ren Larson",Durham County,,641,550,641,1.165,1227,2.231,443,479,1.05,638,1.399,107,162,1.514,589,5.505,401.0,235,5,52.0,98.0,10.0,409.0,71.0,57.0,,,30,30,,,641,,,http://indyweek.com/news/durham/a-new-campaign-asks-does-duke-respect-durham/,"Business,Education,Government,Law, Gov’t & Politics,Legal Issues,Real Estate","Durham, North Carolina,Property tax"
http://indyweek.com/home/out-of-the-house-pilot/,"Introducing Out Of The House, an INDY Podcast Experiment",2024-11-27 11:41,INDY staff,Home,events,630,580,630,1.086,318,0.548,493,513,1.026,68,0.136,87,117,1.345,250,2.874,398.0,133,99,18.0,39.0,3.0,535.0,34.0,6.0,,,4,4,,,630,,,http://indyweek.com/home/out-of-the-house-pilot/,,
http://indyweek.com/news/orange/report-anonymous-emails-raise-concerns-over-sex-offender-status/,Report: Anonymous Emails Raise Concerns Over Sex Offender Status of Husband of Chapel Hill Council Candidate,2021-09-09 14:38,Hannah Olson,Orange County,"chapel hill town council,orange county rape crisis center (ocrcc),town of chapel hill,vimala rajendran,vimala's curryblossom cafe",625,522,625,1.197,1030,1.973,452,532,1.132,797,1.696,70,93,1.329,233,3.329,121.0,503,1,237.0,9.0,61.0,264.0,41.0,1.0,1.0,,,,,,625,,,http://indyweek.com/news/orange/report-anonymous-emails-raise-concerns-over-sex-offender-status/,"Law, Gov’t & Politics,Legal Issues","Domestic violence,Incest,Rape,Rape crisis center,Sex offender,Sexual assault,Sexual intercourse,Violence"
http://indyweek.com/news/durham/filling-out-durhams-tree-canopy-seedling-by-seedling/,"Filling Out Durham’s Tree Canopy, Seedling By Seedling",2024-12-27 10:02,Sophie Endrud,Durham County,,621,518,621,1.199,1304,2.517,292,339,1.08,624,1.987,226,282,1.248,680,3.009,220.0,395,6,52.0,97.0,271.0,193.0,7.0,6.0,,,10,10,,,621,,,http://indyweek.com/news/durham/filling-out-durhams-tree-canopy-seedling-by-seedling/,"Gardening,Home & Garden","Asimina triloba,Tree"
http://indyweek.com/news/wake/pending-potential-recount-democratic-state-rep-terence-everitt-triumphs-in-nc-senate-district-18/,"Pending Potential Recount, Democratic State Rep. Terence Everitt Triumphs in NC Senate District 18",2024-11-17 10:43,INDY staff,Wake County,2024 elections,617,564,617,1.094,434,0.77,491,534,1.019,294,0.561,73,83,1.137,139,1.904,343.0,225,49,282.0,25.0,1.0,306.0,1.0,1.0,,,,,,,617,,,http://indyweek.com/news/wake/pending-potential-recount-democratic-state-rep-terence-everitt-triumphs-in-nc-senate-district-18/,"Law, Gov’t & Politics,Legal Issues,Politics","Democratic Party (United States),Republican Party (United States)"
http://indyweek.com/news-quiz/,News Quiz,,INDY staff,News,,594,425,594,1.398,110,0.259,351,445,1.261,63,0.178,74,149,2.014,47,0.635,532.0,62,,1.0,9.0,2.0,582.0,,,,,,,,,,,,,,
http://indyweek.com/food-and-drink/peregrine-the-shared-vision-of-a-raleigh-chef-and-bar-owner-to-open-in-early-2025/,"Peregrine, the Shared Vision of a Raleigh Chef and Bar Owner, to Open in Early 2025",2024-11-15 10:29,Elliott Harrell,Food & Drink,,584,561,584,1.041,76,0.135,524,538,1.021,43,0.082,37,46,1.243,33,0.892,386.0,83,115,50.0,39.0,3.0,490.0,1.0,,1.0,,,,,,584,,,http://indyweek.com/food-and-drink/peregrine-the-shared-vision-of-a-raleigh-chef-and-bar-owner-to-open-in-early-2025/,"Alcohol,Dining Out,Food & Drink","Chef,Menu,Restaurant"
http://indyweek.com/news/opinions/op-ed-if-were-in-this-together-at-durham-public-schools-we-need-to-act-like-it/,"Op-Ed: If We’re In This Together at Durham Public Schools, We Need to Act Like It",2024-12-30 11:26,Jenny Jones Coldren,Op-Ed,,560,509,560,1.1,1011,1.986,264,275,1.034,347,1.305,245,285,1.163,664,2.71,124.0,426,10,179.0,105.0,146.0,53.0,75.0,67.0,,,8,8,,,560,,,http://indyweek.com/news/opinions/op-ed-if-were-in-this-together-at-durham-public-schools-we-need-to-act-like-it/,"Education,Law, Gov’t & Politics",
http://indyweek.com/news/durham/at-a-rainy-rally-advocates-slam-durham-foster-care-system/,"At a Rainy Rally, Advocates Slam Durham Foster Care System",2024-11-26 16:52,Katelyn Cai,Durham County,,541,513,541,1.055,313,0.61,432,448,1.03,113,0.26,81,93,1.148,199,2.457,335.0,118,88,13.0,95.0,4.0,417.0,12.0,11.0,1.0,,,,,,541,,,http://indyweek.com/news/durham/at-a-rainy-rally-advocates-slam-durham-foster-care-system/,"Law, Gov’t & Politics,Legal Issues",Child protective services
