URL,Title,Publish date,Authors,Section,Tags,Sort (Views),Visitors,Views,Avg. views,Engaged minutes,Avg. minutes,New vis.,Views new vis.,Avg. views new vis.,Minutes New Vis.,Avg. minutes new vis.,Returning vis.,Views ret. vis.,Avg. views ret. vis.,Minutes Ret. Vis.,Avg. minutes ret. vis.,Desktop views,Mobile views,Tablet views,Search refs,Internal refs,Other refs,Direct refs,Social refs,Fb refs,Tw refs,Pi refs,Social interactions,Fb interactions,Pi interactions,Channel vis.,Website views,AMP views,Fb instant views,Post id,High-Level Smart Tags,Low-Level Smart Tags
http://indyweek.com/news/durham/a-new-campaign-asks-does-duke-respect-durham/,A New Campaign Asks: ‘Does Duke Respect Durham?’,2024-11-21 10:12,"Erin Gretzinger,Justin Laidlaw,Ren Larson",Durham County,,2455,1848,2455,1.328,8997,4.869,1138,1441,1.09,4570,3.457,710,1014,1.428,4426,6.234,809.0,1636,10,561.0,356.0,206.0,1162.0,156.0,20.0,39.0,,1,1,,,2455,,,http://indyweek.com/news/durham/a-new-campaign-asks-does-duke-respect-durham/,"Business,Education,Government,Law, Gov’t & Politics,Legal Issues,Real Estate","Durham, North Carolina,Property tax"
http://indyweek.com/news/wake/raleigh-mayor-election-janet-cowell-mary-ann-baldwin/,Janet Cowell Wins Five-Way Race for Raleigh Mayor,2024-11-05 22:29,INDY staff,Wake County,2024 elections,2446,2128,2446,1.149,2811,1.321,1750,1995,1.092,1988,1.088,378,451,1.193,823,2.177,777.0,1656,13,1440.0,580.0,10.0,354.0,61.0,2.0,42.0,,,,,,2446,,,http://indyweek.com/news/wake/raleigh-mayor-election-janet-cowell-mary-ann-baldwin/,"Law, Gov’t & Politics,Politics","Mary-Ann Baldwin,Nancy McFarlane"
http://indyweek.com/news/orange/orange-county-election-results-palmer-wins-carrboro-town-council-special-election-portie-ascott-elected-to-board-of-county-commissioners/,"Orange County Election Results: Palmer Wins Carrboro Town Council Special Election, Portie-Ascott Elected to Board of County Commissioners",2024-11-06 12:11,Chase Pellegrini de Paur,Orange County,2024 elections,2297,1992,2297,1.153,2088,1.048,1741,1987,1.092,1526,0.838,251,310,1.235,561,2.235,1100.0,1168,29,1560.0,93.0,79.0,536.0,4.0,2.0,2.0,,,,,,2297,,,http://indyweek.com/news/orange/orange-county-election-results-palmer-wins-carrboro-town-council-special-election-portie-ascott-elected-to-board-of-county-commissioners/,"Law, Gov’t & Politics,Politics","Democratic Party (United States),Election,Joe Biden,Kamala Harris,Orange County, California,Republican Party (United States),Voting"
http://indyweek.com/culture/angus-barns-most-popular-greeter-reflects-on-96-years-of-life-love-and-carolina-basketball/,"Angus Barn’s Most Popular Greeter Reflects On 96 years of Life, Love, and Carolina Basketball",2024-11-14 15:09,Brooke Elliott,Etc.,,2262,1794,2262,1.261,4021,2.241,1431,1716,1.094,2977,1.897,363,546,1.504,1044,2.876,581.0,1613,68,75.0,145.0,398.0,1128.0,507.0,449.0,17.0,,135,135,,,2262,,,http://indyweek.com/culture/angus-barns-most-popular-greeter-reflects-on-96-years-of-life-love-and-carolina-basketball/,"Dining Out,Food & Drink",
http://indyweek.com/news/durham/records-show-vacancies-across-city-of-durham-departments/,Records Show Vacancies Across City of Durham Departments,2024-11-11 13:03,Cy Neff,Durham County,,2116,1894,2116,1.117,2071,1.093,1400,1518,1.043,1170,0.804,494,598,1.211,901,1.824,859.0,1189,68,163.0,186.0,268.0,1359.0,136.0,94.0,10.0,,81,81,,,2116,,,http://indyweek.com/news/durham/records-show-vacancies-across-city-of-durham-departments/,"Law, Gov’t & Politics,Legal Issues,Politics",
http://indyweek.com/news/wake/incumbent-gop-rep-erin-pare-holds-onto-house-seat-in-district-37/,Incumbent GOP Rep. Erin Paré Holds onto House Seat in District 37,2024-11-06 14:55,INDY staff,Wake County,2024 elections,2031,1718,2031,1.182,2032,1.183,1445,1713,1.098,1183,0.758,273,318,1.165,848,3.106,610.0,1402,19,1342.0,232.0,12.0,425.0,19.0,6.0,13.0,,3,3,,,2031,,,http://indyweek.com/news/wake/incumbent-gop-rep-erin-pare-holds-onto-house-seat-in-district-37/,"Education,Law, Gov’t & Politics,Politics","Democratic Party (United States),Electoral fraud,Republican Party (United States),United States House of Representatives"
http://indyweek.com/news/durham/court-watching-nonprofit-sues-durham-sheriff-judge-over-closed-parental-rights-proceedings/,"Civil Rights Nonprofit Sues Durham Sheriff, Judge Over Closed Parental Rights Proceedings",2024-11-14 15:49,Lena Geller,Durham County,,1998,1628,1998,1.227,3546,2.178,1249,1429,1.09,2068,1.577,379,569,1.501,1478,3.9,632.0,1351,15,391.0,226.0,140.0,769.0,460.0,113.0,275.0,,36,36,,,1998,,,http://indyweek.com/news/durham/court-watching-nonprofit-sues-durham-sheriff-judge-over-closed-parental-rights-proceedings/,"Law, Gov’t & Politics,Legal Issues",Courtroom
http://indyweek.com/news/durham/for-democrats-in-deep-blue-durham-a-big-push-and-a-heartbreaking-finish/,"For Democrats in Deep-Blue Durham, a Big Push, and a Heartbreaking Finish",2024-11-12 12:21,Storey Wertheimer,Durham County,2024 elections,1935,1799,1935,1.076,2047,1.138,1278,1346,1.024,1165,0.887,521,589,1.131,882,1.693,628.0,1287,20,69.0,287.0,1151.0,404.0,20.0,11.0,9.0,,23,23,,,1935,,,http://indyweek.com/news/durham/for-democrats-in-deep-blue-durham-a-big-push-and-a-heartbreaking-finish/,"Law, Gov’t & Politics,Politics","Democratic Party (United States),Donald Trump,Election,Joe Biden,Kamala Harris,Nevada,North Carolina,Republican Party (United States),Swing (Australian politics),Swing state,United States presidential election,Voter turnout,Voting"
http://indyweek.com/news/durham/durham-county-election-results-municipal-bonds-pass-durham-county-commissioners-secure-their-seats/,"Durham County Election Results: Municipal Bonds Pass, Durham County Commissioners Secure Their Seats",2024-11-06 14:06,Justin Laidlaw,Durham County,2024 elections,1935,1659,1935,1.166,1849,1.115,1297,1489,1.092,1056,0.774,362,446,1.232,793,2.191,753.0,1112,70,1078.0,240.0,173.0,422.0,20.0,13.0,,,1,1,,,1935,,,http://indyweek.com/news/durham/durham-county-election-results-municipal-bonds-pass-durham-county-commissioners-secure-their-seats/,"Law, Gov’t & Politics,Politics","Election,Primary election,Voting,Write-in candidate"
http://indyweek.com/news/wake/poll-volunteers-accuse-nc-rep-erin-pare-and-husband-wayne-of-intimidation-at-early-voting-sites/,Poll Volunteers Accuse NC Rep. Erin Paré and Husband Wayne of Intimidation at Early Voting Sites,2024-10-29 16:23,"Chloe Courtney Bohl,Jane Porter",Wake County,2024 elections,1841,1632,1841,1.128,3690,2.261,1328,1485,1.05,2605,1.842,304,356,1.171,1084,3.566,571.0,1253,17,336.0,199.0,70.0,761.0,472.0,240.0,68.0,,,,,,1841,,,http://indyweek.com/news/wake/poll-volunteers-accuse-nc-rep-erin-pare-and-husband-wayne-of-intimidation-at-early-voting-sites/,"Law, Gov’t & Politics,Legal Issues,Politics",Email
http://indyweek.com/news/elections-news/2024-voter-guide/,INDY’s 2024 General Election Voter Guide (downloadable!),2024-10-16 07:49,INDY staff,Elections,2024 elections,1824,1311,1824,1.391,1655,1.262,973,1313,1.21,968,0.892,338,511,1.512,686,2.03,598.0,1216,10,699.0,802.0,4.0,139.0,17.0,5.0,8.0,,1,1,,,1824,,,http://indyweek.com/news/elections-news/2024-voter-guide/,,
http://indyweek.com/news/elections-news/candidate-questionnaire-mark-boone-wake-county-soil-and-water-conservation-district-supervisor/,"Candidate Questionnaire: Mark Boone, Wake County Soil and Water Conservation District Supervisor",2024-10-16 20:39,INDY staff,Elections,"2024 candidate questionnaire,2024 elections",1800,1535,1800,1.173,2080,1.355,1333,1552,1.113,1635,1.173,202,248,1.228,445,2.203,629.0,1160,11,1552.0,96.0,2.0,110.0,3.0,3.0,,,,,,,1800,,,http://indyweek.com/news/elections-news/candidate-questionnaire-mark-boone-wake-county-soil-and-water-conservation-district-supervisor/,Science,"Agriculture,Natural resource,Soil,Water"
http://indyweek.com/news/wake/incumbent-lisa-grafstein-defeats-scott-lassiter-for-nc-senate-district-13-seat/,Incumbent Lisa Grafstein Defeats Scott Lassiter for NC Senate District 13 Seat,2024-11-06 15:02,INDY staff,Wake County,2024 elections,1747,1535,1747,1.138,1736,1.131,1295,1474,1.085,921,0.678,240,273,1.137,815,3.396,593.0,1092,62,986.0,276.0,3.0,459.0,13.0,9.0,4.0,,,,,,1747,,,http://indyweek.com/news/wake/incumbent-lisa-grafstein-defeats-scott-lassiter-for-nc-senate-district-13-seat/,"Health & Fitness,Law, Gov’t & Politics,Legal Issues,Politics","Democratic Party (United States),Libertarian Party (United States),Lisa Grafstein,Republican Party (United States),Tim Moore (North Carolina politician),United States House of Representatives,Wake County, North Carolina"
http://indyweek.com/news/durham/durham-school-of-the-arts-students-stage-walkout-for-climate-action/,Durham School of the Arts Students Stage Walkout for Climate Action,2024-11-18 15:23,Lena Geller,Durham County,,1690,1416,1690,1.194,1648,1.164,1061,1241,1.116,953,0.857,355,449,1.265,695,1.958,369.0,1273,48,556.0,146.0,341.0,457.0,182.0,35.0,19.0,,22,22,,,1690,,,http://indyweek.com/news/durham/durham-school-of-the-arts-students-stage-walkout-for-climate-action/,"Law, Gov’t & Politics,Politics,Science",Protests against Donald Trump
http://indyweek.com/best-of-the-triangle/the-2nd-annual-best-of-the-best-of-the-triangle/,The 2nd Annual Best of the Best of the Triangle!,2024-10-23 11:54,Mathias Marchington,Best of the Triangle,"best of 2024,best of the triangle",1604,1229,1604,1.305,503,0.409,963,1176,1.2,282,0.288,266,428,1.609,221,0.831,837.0,711,56,3.0,703.0,1.0,754.0,78.0,45.0,2.0,,30,30,,,1604,,,http://indyweek.com/best-of-the-triangle/the-2nd-annual-best-of-the-best-of-the-triangle/,,"Durham, North Carolina,Research Triangle,Write-in candidate"
http://indyweek.com/culture/at-historic-stagville-maya-freelon-uses-a-delicate-medium-to-draw-out-historys-true-colors/,"At Historic Stagville, Maya Freelon Uses a Delicate Medium to Draw Out History’s True Colors",2024-11-12 16:32,Sarah Edwards,Art,,1535,1093,1535,1.404,2343,2.144,736,982,1.172,1186,1.415,357,553,1.549,1157,3.241,819.0,632,84,61.0,188.0,80.0,1081.0,117.0,33.0,52.0,,14,14,,,1535,,,http://indyweek.com/culture/at-historic-stagville-maya-freelon-uses-a-delicate-medium-to-draw-out-historys-true-colors/,Arts & Entertainment,
http://indyweek.com/news/wake/pending-potential-recount-democratic-state-rep-terence-everitt-triumphs-in-nc-senate-district-18/,"Pending Potential Recount, Democratic State Rep. Terence Everitt Triumphs in NC Senate District 18",2024-11-17 10:43,INDY staff,Wake County,2024 elections,1525,1282,1525,1.19,1841,1.436,957,1117,1.081,1110,1.075,325,408,1.255,731,2.249,538.0,971,16,1000.0,148.0,22.0,313.0,30.0,19.0,11.0,,36,36,,,1525,,,http://indyweek.com/news/wake/pending-potential-recount-democratic-state-rep-terence-everitt-triumphs-in-nc-senate-district-18/,"Law, Gov’t & Politics,Legal Issues,Politics","Democratic Party (United States),Republican Party (United States)"
http://indyweek.com/culture/inside-a-durham-storage-unit-a-decade-of-wonder/,"Inside a Durham Storage Unit, A Decade of Wonder",2024-11-13 06:30,Grace Yannotta,Etc.,,1444,1216,1444,1.188,1956,1.609,821,915,1.052,957,1.1,395,529,1.339,998,2.527,730.0,628,86,144.0,226.0,145.0,842.0,76.0,39.0,10.0,,73,73,,,1444,,,http://indyweek.com/culture/inside-a-durham-storage-unit-a-decade-of-wonder/,"Arts & Entertainment,Movies",
http://indyweek.com/news/screw-you-america/,"Screw you, America",2004-11-16 23:00,Clif Garboden,News,"issue: 2004-11-17,news,news feature",1415,1083,1415,1.307,2577,2.38,989,1218,1.132,1775,1.65,94,197,2.096,801,8.521,369.0,1029,17,11.0,,222.0,1158.0,19.0,12.0,,,2,2,,,1415,,,http://indyweek.com/news/screw-you-america/,"Islam,Law, Gov’t & Politics,Politics,Religion & Spirituality",
http://indyweek.com/news/all-incumbent-wake-county-school-board-members-appear-to-hold-on-to-their-seats/,All Incumbent Wake County School Board Members Appear to Hold on to Their Seats,2024-11-05 15:54,INDY staff,Wake County,2024 elections,1413,1203,1413,1.175,2089,1.736,972,1131,1.102,1249,1.217,231,282,1.221,840,3.636,471.0,936,6,905.0,221.0,1.0,280.0,5.0,3.0,2.0,,,,,,1413,,,http://indyweek.com/news/all-incumbent-wake-county-school-board-members-appear-to-hold-on-to-their-seats/,"Education,Law, Gov’t & Politics,Politics","Education reform,Mark Robinson (American politician),Republican Party (United States),School voucher,Wake County, North Carolina"
http://indyweek.com/news/wake/five-takeaways-from-the-raleigh-city-council-election/,Five Takeaways from the Raleigh City Council Election,2024-11-15 17:00,Jane Porter,Wake County,2024 elections,1340,1154,1340,1.161,2951,2.557,668,757,1.053,1245,1.732,486,583,1.2,1705,3.508,599.0,727,14,101.0,231.0,309.0,668.0,28.0,8.0,7.0,,12,12,,,1340,,,http://indyweek.com/news/wake/five-takeaways-from-the-raleigh-city-council-election/,"Law, Gov’t & Politics,Politics","Incumbent,Nancy McFarlane"
http://indyweek.com/news/wake/hundreds-of-wake-county-ballots-arrive-too-late-to-be-counted/,Hundreds of Wake County Ballots Arrive Too Late to be Counted,2024-11-14 14:04,Lynn Bonner,Wake County,2024 elections,1301,1191,1301,1.092,1539,1.292,768,835,1.027,814,1.001,423,466,1.102,725,1.714,505.0,785,11,79.0,197.0,503.0,450.0,68.0,17.0,51.0,,38,38,,,1301,,,http://indyweek.com/news/wake/hundreds-of-wake-county-ballots-arrive-too-late-to-be-counted/,"Law, Gov’t & Politics,Legal Issues,Politics","Absentee ballot,Election"
http://indyweek.com/news/wake/a-morning-at-the-polls-with-reeves-peeler-at-large-candidate-for-raleigh-city-council/,"A Morning at the Polls With Reeves Peeler, At-Large Candidate for Raleigh City Council",2024-11-01 14:47,Chloe Courtney Bohl,Wake County,2024 elections,1277,1086,1277,1.176,2113,1.946,828,927,1.077,1156,1.343,258,350,1.357,956,3.705,589.0,674,14,179.0,272.0,47.0,631.0,141.0,73.0,30.0,,17,17,,,1277,,,http://indyweek.com/news/wake/a-morning-at-the-polls-with-reeves-peeler-at-large-candidate-for-raleigh-city-council/,"Law, Gov’t & Politics,Politics",Canvassing
http://indyweek.com/news/durham/durham-residents-welcome-new-county-manager-protest-proposed-16-million-police-facility/,"Durham Residents Welcome New County Manager, Protest Proposed $16 Million Police Facility",2024-11-14 10:08,Justin Laidlaw,Durham County,,1272,1133,1272,1.123,1999,1.764,612,666,1.05,896,1.413,521,606,1.163,1103,2.117,579.0,661,32,110.0,214.0,418.0,510.0,19.0,5.0,14.0,,9,9,,,1272,,,http://indyweek.com/news/durham/durham-residents-welcome-new-county-manager-protest-proposed-16-million-police-facility/,"Health & Fitness,Law, Gov’t & Politics,Legal Issues",
http://indyweek.com/news/wake/wake-county-judiciary-democrats-knock-out-republicans-in-superior-court-district-court-seats/,"In Wake County, the Judiciary Becomes Bluer With Democrats Knocking Out Republicans in Superior Court and District Court Races",2024-11-06 11:07,INDY staff,Wake County,2024 elections,1271,1102,1271,1.153,1181,1.072,936,1081,1.1,753,0.766,166,190,1.145,428,2.578,621.0,583,67,624.0,123.0,61.0,452.0,8.0,8.0,,,5,5,,,1271,,,http://indyweek.com/news/wake/wake-county-judiciary-democrats-knock-out-republicans-in-superior-court-district-court-seats/,"Law, Gov’t & Politics,Legal Issues","Advocate,Court,Courtroom,Judge,Lawyer,Los Angeles County Superior Court,Pat McCrory,Roy Cooper"
http://indyweek.com/news/durham/revamped-wheels-skate-park-to-reopen-but-not-quite-yet/,Revamped Wheels Skate Park to Reopen—But Not Quite Yet,2024-11-15 14:39,Jothi Gupta,Durham County,,1194,1029,1194,1.16,1248,1.213,656,743,1.091,546,0.802,373,451,1.209,702,1.882,424.0,725,45,73.0,201.0,286.0,478.0,155.0,16.0,6.0,,22,22,,,1194,,,http://indyweek.com/news/durham/revamped-wheels-skate-park-to-reopen-but-not-quite-yet/,"Law, Gov’t & Politics",
http://indyweek.com/puzzles-page/,Puzzles Page,,Staff,Uncategorized,,1171,463,1171,2.529,338,0.73,281,508,1.447,122,0.348,182,663,3.643,216,1.187,696.0,464,11,224.0,204.0,1.0,347.0,,,,,,,,,,,,,,"Puzzle,Sudoku"
http://indyweek.com/music/triangle-musicians-remember-reese-mchenry-as-a-beloved-force-of-nature/,Triangle Musicians Remember Reese McHenry as a Beloved Force Of Nature,2024-11-18 09:23,David Menconi,Music,,1135,926,1135,1.226,1788,1.931,654,751,1.081,1014,1.459,272,384,1.412,773,2.842,465.0,625,45,135.0,157.0,39.0,493.0,286.0,234.0,14.0,,49,49,,,1135,,,http://indyweek.com/music/triangle-musicians-remember-reese-mchenry-as-a-beloved-force-of-nature/,"Arts & Entertainment,Music",
http://indyweek.com/culture/just-outside-chapel-hill-a-capacious-space-for-creatives/,"Just Outside Chapel Hill, a Capacious Space for Creatives",2024-10-30 09:32,Sarah Edwards,Art,,1071,947,1071,1.131,907,0.958,742,807,1.044,487,0.63,205,264,1.288,419,2.044,605.0,386,80,35.0,172.0,85.0,698.0,71.0,25.0,8.0,,33,33,,,1071,,,http://indyweek.com/culture/just-outside-chapel-hill-a-capacious-space-for-creatives/,"Arts & Entertainment,Photography & Cameras,Technology",
http://indyweek.com/best-of-the-triangle/,Best of the Triangle,,Staff,Uncategorized,,954,619,954,1.541,323,0.522,448,674,1.453,223,0.481,171,280,1.637,99,0.579,576.0,373,5,351.0,418.0,8.0,116.0,,,,,,,,,,,,,,
http://indyweek.com/newsletters/choose-your-indy-newsletters/,Choose your INDY newsletters.,2024-07-09 11:44,INDY staff,Newsletters,,937,901,937,1.04,205,0.228,868,889,1.019,174,0.2,33,48,1.455,31,0.939,857.0,36,44,2.0,91.0,1.0,840.0,,,,,,,,,937,,,http://indyweek.com/newsletters/choose-your-indy-newsletters/,,
http://indyweek.com/best-of-the-triangle/wake-winners-2023/,Winners Announced in the INDY’s 2023 Readers’ Poll for Wake County,2023-04-19 17:01,INDY staff,Best of the Triangle,,905,896,905,1.01,156,0.174,894,902,1.01,153,0.171,2,3,1.5,2.8,1.4,894.0,11,,4.0,8.0,3.0,890.0,,,,,,,,,905,,,http://indyweek.com/best-of-the-triangle/wake-winners-2023/,,
http://indyweek.com/news/northcarolina/at-cary-event-this-month-green-party-presidential-candidate-jill-stein-says-voting-for-the-lesser-evil-erases-the-progressive-agenda/,"At Cary Event This Month, Green Party Presidential Candidate Jill Stein Says Voting for the “Lesser Evil Erases the Progressive Agenda”",2024-10-31 20:10,Chase Pellegrini de Paur,North Carolina,,898,831,898,1.081,693,0.834,732,776,1.035,445,0.593,99,122,1.232,248,2.505,454.0,365,79,301.0,104.0,13.0,452.0,25.0,24.0,1.0,,6,6,,,898,,,http://indyweek.com/news/northcarolina/at-cary-event-this-month-green-party-presidential-candidate-jill-stein-says-voting-for-the-lesser-evil-erases-the-progressive-agenda/,"Law, Gov’t & Politics,Politics","Donald Trump,Green Party of the United States,Israel,Israel–Hamas war,Jill Stein,Kamala Harris,Liz Cheney"
http://indyweek.com/news/durham/durham-public-schools-new-superintendent-wraps-up-a-series-of-listening-sessions/,Durham Public Schools’ New Superintendent Wraps Up a Series of Listening Sessions,2024-11-21 07:18,Chase Pellegrini de Paur,Durham County,,872,724,872,1.204,1971,2.722,516,576,1.087,1157,2.183,208,296,1.423,813,3.909,288.0,574,10,57.0,82.0,128.0,413.0,187.0,116.0,7.0,,18,18,,,872,,,http://indyweek.com/news/durham/durham-public-schools-new-superintendent-wraps-up-a-series-of-listening-sessions/,Education,
http://indyweek.com/culture/owl-theory-staircase-peterson-durham/,“Death by Talons” Makes An Unconvincing Case for the Owl Theory,2023-09-27 12:08,Mark I. Pinksy,Page,,848,721,848,1.176,1743,2.417,660,774,1.089,1417,1.993,61,74,1.213,326,5.344,159.0,681,8,788.0,3.0,4.0,50.0,3.0,,3.0,,,,,,848,,,http://indyweek.com/culture/owl-theory-staircase-peterson-durham/,"Law, Gov’t & Politics",Michael Peterson trial
http://indyweek.com/news/on-the-eve-of-the-election-donald-trump-holds-a-final-rally-in-raleigh-that-feels-like-a-swan-song/,"On the Eve of the Election, Donald Trump Holds a Final Rally in Raleigh That Feels Like a Swan Song",2024-11-04 22:52,Chase Pellegrini de Paur,News,2024 elections,844,769,844,1.098,910,1.183,606,656,1.02,505,0.785,163,188,1.153,405,2.485,429.0,412,3,152.0,129.0,72.0,434.0,54.0,22.0,3.0,,20,20,,,844,,,http://indyweek.com/news/on-the-eve-of-the-election-donald-trump-holds-a-final-rally-in-raleigh-that-feels-like-a-swan-song/,"Law, Gov’t & Politics,Politics",Donald Trump 2016 presidential campaign
http://indyweek.com/news/orange/suspended-unc-student-protesters-say-the-university-lacked-due-diligence-in-bringing-disciplinary-charges-against-them/,Suspended UNC Student Protesters Say the University Lacked Due Diligence in Bringing Disciplinary Charges Against Them,2024-10-30 08:00,Lena Geller,Orange County,,824,751,824,1.097,1153,1.535,640,661,1.015,745,1.144,111,163,1.468,408,3.676,439.0,281,104,48.0,118.0,7.0,566.0,82.0,24.0,8.0,,18,18,,,824,,,http://indyweek.com/news/orange/suspended-unc-student-protesters-say-the-university-lacked-due-diligence-in-bringing-disciplinary-charges-against-them/,"Law, Gov’t & Politics,Legal Issues","Privacy,Students for Justice in Palestine,University of North Carolina at Chapel Hill"
