URL,Title,Publish date,Authors,Section,Tags,Sort (Views),Visitors,Views,Avg. views,Engaged minutes,Avg. minutes,New vis.,Views new vis.,Avg. views new vis.,Minutes New Vis.,Avg. minutes new vis.,Returning vis.,Views ret. vis.,Avg. views ret. vis.,Minutes Ret. Vis.,Avg. minutes ret. vis.,Desktop views,Mobile views,Tablet views,Search refs,Internal refs,Other refs,Direct refs,Social refs,Fb refs,Tw refs,Pi refs,Social interactions,Fb interactions,Pi interactions,Channel vis.,Website views,AMP views,Fb instant views,Post id,High-Level Smart Tags,Low-Level Smart Tags
http://indyweek.com/music/rhiannon-giddens-brings-new-festival-biscuits-banjos-to-durham/,Rhiannon Giddens Brings New Festival Biscuits & Banjos to Durham,2024-10-22 08:00,Sarah Edwards,Music,,3182,2582,3182,1.232,4081,1.581,1822,2196,1.116,2300,1.169,760,986,1.297,1781,2.343,1042.0,2094,46,256.0,327.0,874.0,1339.0,340.0,100.0,80.0,,97,97,,,3182,,,http://indyweek.com/music/rhiannon-giddens-brings-new-festival-biscuits-banjos-to-durham/,"Arts & Entertainment,Music","Dom Flemons,Rhiannon Giddens,The Carolina Chocolate Drops"
http://indyweek.com/music/musicians-pull-together-massive-compilation-of-unreleased-tracks-for-wnc-flood-relief/,Musicians Pull Together Massive Compilation for Western North Carolina Flood Relief,2024-10-09 12:15,Sarah Edwards,Music,,3127,2440,3127,1.282,2355,0.965,1967,2261,1.137,1526,0.767,473,866,1.831,828,1.751,931.0,2135,61,331.0,347.0,33.0,1304.0,1017.0,45.0,179.0,,59,59,,,3127,,,http://indyweek.com/music/musicians-pull-together-massive-compilation-of-unreleased-tracks-for-wnc-flood-relief/,"Arts & Entertainment,Music,Science,Weather",
http://indyweek.com/news/elections-news/2024-general-election-candidate-questionnaires-wake-county/,2024 General Election Candidate Questionnaires: Wake County,2024-10-17 01:03,INDY staff,Elections,"2024 candidate questionnaire,2024 elections",3092,2013,3092,1.536,1934,0.961,1688,2548,1.521,1333,0.796,325,544,1.674,601,1.849,1604.0,1464,24,1961.0,808.0,43.0,240.0,29.0,7.0,,,,,,,3092,,,http://indyweek.com/news/elections-news/2024-general-election-candidate-questionnaires-wake-county/,,
http://indyweek.com/culture/how-ethan-clark-worked-to-get-hurricane-helene-on-everyones-radar/,How Ethan Clark Worked to Get Hurricane Helene On Everyone’s Radar,2024-10-23 13:51,Hannah Kaufman,Etc.,,2966,2713,2966,1.093,7580,2.794,2402,2552,1.052,6354,2.62,311,414,1.331,1225,3.939,502.0,2278,186,36.0,124.0,103.0,520.0,2170.0,2108.0,55.0,,3,3,,,2966,,,http://indyweek.com/culture/how-ethan-clark-worked-to-get-hurricane-helene-on-everyones-radar/,"Science,Weather","Flood,Hurricane Helene (1958),Hurricane Isaias,Meteorology,National Weather Service,Weather forecasting"
http://indyweek.com/news/wake/wake-county-has-a-library-bond-on-voters-ballots-this-fall-how-would-the-money-be-spent/,Wake County Has a Library Bond on Voters’ Ballots This Fall. How Would the Money Be Spent?,2024-09-30 18:28,Chloe Courtney Bohl,Wake County,,2542,2281,2542,1.114,3504,1.536,1927,2115,1.036,2404,1.177,354,427,1.206,1099,3.105,1234.0,1245,63,1443.0,248.0,71.0,716.0,61.0,43.0,3.0,,80,80,,,2542,,,http://indyweek.com/news/wake/wake-county-has-a-library-bond-on-voters-ballots-this-fall-how-would-the-money-be-spent/,,
http://indyweek.com/news/wake/wake-county-democratic-party-releases-endorsements-despite-controversy/,Wake County Democratic Party Releases Endorsements Despite Controversy,2024-08-20 16:44,Jane Porter,Wake County,,2392,1822,2392,1.313,3072,1.686,1541,1999,1.208,2323,1.404,281,393,1.399,748,2.662,1027.0,1339,26,1914.0,234.0,9.0,99.0,3.0,1.0,,,,,,,2392,,,http://indyweek.com/news/wake/wake-county-democratic-party-releases-endorsements-despite-controversy/,"Law, Gov’t & Politics,Politics",
http://indyweek.com/news/wake/in-the-upcoming-mayoral-and-city-council-elections-raleigh-voters-will-choose-to-change-or-stay-the-course/,"In the Upcoming Mayoral and City Council Elections, Raleigh Voters Will Choose to Change or Stay the Course",2024-10-17 18:21,Jasmine Gallup,Wake County,,2202,1539,2202,1.431,5119,3.326,1159,1664,1.354,3331,2.71,380,538,1.416,1788,4.705,901.0,1278,23,1080.0,592.0,105.0,230.0,22.0,10.0,7.0,,42,42,,,2202,,,http://indyweek.com/news/wake/in-the-upcoming-mayoral-and-city-council-elections-raleigh-voters-will-choose-to-change-or-stay-the-course/,"Law, Gov’t & Politics,Real Estate,Science","Affordable housing,Green infrastructure,Infrastructure"
http://indyweek.com/culture/a-shepard-fairey-mural-of-kamala-harris-debuts-in-durham/,A Shepard Fairey Mural of Kamala Harris Debuts in Durham,2024-10-18 12:15,Sarah Edwards,Art,,1985,1558,1985,1.274,3049,1.957,1016,1280,1.141,1519,1.354,542,705,1.301,1530,2.823,745.0,1214,26,167.0,340.0,248.0,921.0,293.0,45.0,121.0,,47,47,,,1985,,,http://indyweek.com/culture/a-shepard-fairey-mural-of-kamala-harris-debuts-in-durham/,"Law, Gov’t & Politics,Politics","Barack Obama 2008 presidential campaign,Vice President of the United States"
http://indyweek.com/culture/mad-kicks-is-a-family-affair-and-the-triangles-new-home-base-for-sneakerheads/,Mad Kicks Is a Family Affair—and the Triangle’s New Home Base for Sneakerheads,2024-10-02 11:11,Andrea Richards,Etc.,,1633,1410,1633,1.158,1686,1.196,1168,1278,1.054,976,0.805,242,355,1.467,710,2.934,618.0,906,109,40.0,162.0,402.0,854.0,160.0,9.0,44.0,,18,18,,,1633,,,http://indyweek.com/culture/mad-kicks-is-a-family-affair-and-the-triangles-new-home-base-for-sneakerheads/,"Business,Clothing,Shopping,Style & Fashion","Sneaker collecting,Sneakers,Streetwear"
http://indyweek.com/news/wake/with-red-hat-amphitheater-saved-raleighs-next-city-council-will-charter-downtowns-course/,"With Red Hat Amphitheater “Saved,” Raleigh’s Next City Council Will Charter Downtown’s Course",2024-10-02 03:55,Jasmine Gallup,Wake County,2024 elections,1607,1370,1607,1.173,3141,2.293,989,1120,1.058,1824,1.722,381,487,1.278,1316,3.454,779.0,801,27,101.0,352.0,520.0,616.0,17.0,1.0,16.0,,,,,,1607,,,http://indyweek.com/news/wake/with-red-hat-amphitheater-saved-raleighs-next-city-council-will-charter-downtowns-course/,,Traffic
http://indyweek.com/news/wake/raleigh-district-a-election-pits-activism-against-expertise/,Raleigh District A Election Pits Activism Against Expertise,2024-10-16 00:03,Chloe Courtney Bohl,Wake County,2024 elections,1579,1335,1579,1.183,4307,3.226,923,1032,1.06,2167,2.225,412,547,1.328,2140,5.194,774.0,739,66,351.0,367.0,120.0,665.0,61.0,39.0,7.0,,36,36,,,1579,,,http://indyweek.com/news/wake/raleigh-district-a-election-pits-activism-against-expertise/,"Law, Gov’t & Politics,Politics","Raleigh, North Carolina"
http://indyweek.com/news/mark-robinson-makes-durham-stop-says-campaign-is-better-than-ever/,Mark Robinson Makes Durham Stop; Says Campaign Is “Better Than Ever”,2024-10-11 16:12,Chase Pellegrini de Paur,Durham County,,1573,1326,1573,1.186,2563,1.933,924,1097,1.123,1230,1.259,402,476,1.184,1333,3.316,667.0,892,14,320.0,359.0,180.0,590.0,114.0,23.0,20.0,,4,4,,,1573,,,http://indyweek.com/news/mark-robinson-makes-durham-stop-says-campaign-is-better-than-ever/,"Law, Gov’t & Politics,Politics",
http://indyweek.com/news/northcarolina/progressive-democrats-civil-rights-and-good-government-groups-urge-vote-against-nc-constitutional-amendment/,"Progressive Democrats, Civil Rights and Good Government Groups Urge Vote “Against” NC Constitutional Amendment",2024-10-26 09:25,Chase Pellegrini de Paur,North Carolina,2024 elections,1543,1418,1543,1.088,2858,2.016,1089,1154,1.038,1745,1.569,329,389,1.182,1112,3.38,718.0,814,11,476.0,228.0,12.0,751.0,70.0,58.0,12.0,,12,12,,,1543,,,http://indyweek.com/news/northcarolina/progressive-democrats-civil-rights-and-good-government-groups-urge-vote-against-nc-constitutional-amendment/,"Immigration,Law, Gov’t & Politics,Legal Issues,Politics","Citizenship of the United States,Election,Electoral fraud,Electoral system,Referendum,Republican Party (United States),Speaker of the United States House of Representatives,State legislature (United States),Tim Moore (North Carolina politician),United States House of Representatives,United States Senate,Voter turnout,Voting"
http://indyweek.com/puzzles-page/,Puzzles Page,,Staff,Uncategorized,,1530,469,1530,3.262,502,1.07,282,565,1.628,113,0.326,187,965,5.16,389,2.08,847.0,672,11,297.0,273.0,3.0,381.0,,,,,,,,,,,,,,"Puzzle,Sudoku"
http://indyweek.com/food-and-drink/indys-best-of-the-triangle-orange-and-chatham-county-winners/,INDY’s Best of the Triangle: Orange and Chatham County Winners,2024-10-02 00:00,Ann Salman,Arts & Culture,,1522,1141,1522,1.334,2241,1.964,871,1088,1.172,1368,1.474,270,434,1.607,873,3.233,812.0,594,116,95.0,506.0,101.0,679.0,44.0,25.0,19.0,,9,9,,,1522,,,http://indyweek.com/food-and-drink/indys-best-of-the-triangle-orange-and-chatham-county-winners/,"Alcohol,Dining Out,Food & Drink","Durham, North Carolina"
http://indyweek.com/news/opinions/op-ed-durham-voters-say-yes-to-the-two-municipal-bonds-on-your-ballot/,"Op-Ed: Durham Voters, Say Yes to the Two Municipal Bonds on Your Ballot",2024-10-16 04:00,"Nate Baker,Javiera Caballero,Chelsea Cook,DeDreana Freeman,Mark-Anthony Middleton,Carl Rist,Leonardo Williams",Durham County,"2024 elections,commentary",1477,1324,1477,1.116,1724,1.302,1008,1104,1.041,1166,1.099,316,373,1.18,557,1.763,737.0,679,61,524.0,266.0,111.0,507.0,64.0,21.0,43.0,,19,19,,,1477,,,http://indyweek.com/news/opinions/op-ed-durham-voters-say-yes-to-the-two-municipal-bonds-on-your-ballot/,,Bond (finance)
http://indyweek.com/news/wake/,Wake,,Staff,Uncategorized,,1443,920,1443,1.568,625,0.679,661,893,1.276,380,0.543,259,550,2.124,245,0.946,757.0,668,18,7.0,1269.0,,143.0,,,,,,,,,,,,,,
http://indyweek.com/news/wake/at-an-assembly-last-week-raleigh-city-council-candidates-committed-to-one-wake-affordable-housing-plan/,"At an Assembly Last Week, Raleigh City Council Candidates Committed to ONE Wake Affordable Housing Plan",2024-10-14 08:21,Chloe Courtney Bohl,Wake County,2024 elections,1418,1182,1418,1.2,1758,1.487,893,1025,1.095,1010,1.079,289,393,1.36,748,2.588,682.0,680,56,399.0,211.0,202.0,519.0,73.0,43.0,16.0,,29,29,,,1418,,,http://indyweek.com/news/wake/at-an-assembly-last-week-raleigh-city-council-candidates-committed-to-one-wake-affordable-housing-plan/,"Law, Gov’t & Politics",
http://indyweek.com/culture/devils-advocate-talking-with-john-feinstein-about-coach-k-and-the-duke-mens-basketball-program/,Devil’s Advocate: Talking With John Feinstein About Coach K and the Duke Men’s Basketball Program,2024-10-03 12:13,Justin Laidlaw,Page,,1289,1102,1289,1.17,1902,1.726,929,1042,1.084,1389,1.445,173,247,1.428,513,2.965,477.0,692,120,456.0,96.0,30.0,606.0,97.0,72.0,16.0,,86,86,,,1289,,,http://indyweek.com/culture/devils-advocate-talking-with-john-feinstein-about-coach-k-and-the-duke-mens-basketball-program/,Sports,"Duke Blue Devils,Duke Blue Devils men's basketball,Mike Krzyzewski"
http://indyweek.com/culture/in-wake-of-helene-western-north-carolina-artists-find-their-livelihoods-devastated/,"In Wake of Helene, Western North Carolina Artists Find Their Livelihoods Devastated",2024-10-07 13:56,Liza Roberts,Art,,1274,1117,1274,1.141,1724,1.543,913,1006,1.065,1165,1.233,204,268,1.314,559,2.74,564.0,586,124,119.0,111.0,160.0,758.0,114.0,63.0,17.0,,42,42,,,1274,,,http://indyweek.com/culture/in-wake-of-helene-western-north-carolina-artists-find-their-livelihoods-devastated/,Arts & Entertainment,
http://indyweek.com/culture/just-outside-chapel-hill-a-capacious-space-for-creatives/,"Just Outside Chapel Hill, a Capacious Space for Creatives",2024-10-30 09:32,Sarah Edwards,Art,,1269,1066,1269,1.19,1356,1.272,719,849,1.09,792,1.017,347,420,1.21,563,1.622,587.0,670,12,33.0,87.0,473.0,513.0,140.0,76.0,51.0,,34,34,,,1269,,,http://indyweek.com/culture/just-outside-chapel-hill-a-capacious-space-for-creatives/,"Arts & Entertainment,Photography & Cameras,Technology",
http://indyweek.com/news/durham/durham-adopts-new-design-standards-for-transportation-infrastructure/,Durham Adopts New Design Standards for Transportation Infrastructure,2024-10-23 17:00,Justin Laidlaw,Durham County,,1247,1064,1247,1.172,1786,1.679,651,746,1.083,879,1.276,413,501,1.213,907,2.196,587.0,654,6,89.0,231.0,117.0,562.0,246.0,14.0,52.0,,31,31,,,1247,,,http://indyweek.com/news/durham/durham-adopts-new-design-standards-for-transportation-infrastructure/,Automotive,"Bicycle,Cycling,Cycling infrastructure,Intermodal passenger transport,National Association of City Transportation Officials"
http://indyweek.com/newsletters/choose-your-indy-newsletters/,Choose your INDY newsletters.,2024-07-09 11:44,INDY staff,Newsletters,,1194,1157,1194,1.032,177,0.153,1127,1151,1.018,147,0.13,30,43,1.433,30,1.0,1051.0,38,105,6.0,82.0,1.0,1096.0,3.0,,3.0,,,,,,1194,,,http://indyweek.com/newsletters/choose-your-indy-newsletters/,,
http://indyweek.com/best-of-the-triangle/,Best of the Triangle,,Staff,Uncategorized,,1124,736,1124,1.527,255,0.346,541,809,1.422,197,0.346,195,315,1.615,58,0.297,731.0,379,14,401.0,558.0,2.0,67.0,,,,,,,,,,,,,,
http://indyweek.com/news/orange/candidates-square-off-in-carrboro-special-election-for-open-town-council-seat/,Candidates Square Off in Carrboro Special Election for Open Town Council Seat,2024-10-15 20:47,Chase Pellegrini de Paur,Orange County,2024 elections,1097,923,1097,1.189,1804,1.954,708,822,1.076,1066,1.395,215,275,1.279,738,3.433,501.0,591,5,462.0,187.0,47.0,381.0,7.0,5.0,2.0,,13,13,,,1097,,,http://indyweek.com/news/orange/candidates-square-off-in-carrboro-special-election-for-open-town-council-seat/,"Law, Gov’t & Politics,Politics",
http://indyweek.com/food-and-drink/homegrown-flour-tortilla-business-del-norte-keeps-things-local/,Homegrown Flour Tortilla Business Del Norte Keeps Things Local,2024-10-11 17:44,Lena Geller,Food & Drink,,1081,893,1081,1.211,1475,1.652,550,651,1.08,487,0.808,343,430,1.254,987,2.878,548.0,479,54,22.0,224.0,15.0,750.0,58.0,12.0,13.0,,5,5,,,1081,,,http://indyweek.com/food-and-drink/homegrown-flour-tortilla-business-del-norte-keeps-things-local/,"American Cuisine,Cooking, Baking & Desserts,Food & Drink,Mexican Cuisine",Taco
http://indyweek.com/culture/durham-artists-uphold-north-carolinas-rich-furniture-legacy/,Durham Artists Uphold North Carolina’s Rich Furniture Legacy,2024-10-08 09:00,Emily Chambliss,Art,,1058,901,1058,1.174,1184,1.314,644,694,1.028,566,0.839,257,364,1.416,617,2.401,617.0,435,6,41.0,163.0,64.0,697.0,86.0,14.0,23.0,,25,25,,,1058,,,http://indyweek.com/culture/durham-artists-uphold-north-carolinas-rich-furniture-legacy/,"Arts & Entertainment,Needlework",
http://indyweek.com/news/durham/despite-concerns-from-some-members-durham-city-council-gives-duke-its-requested-rezoning/,"Despite Concerns from Some Members, Durham City Council Gives Duke Its Requested Rezoning",2024-10-21 18:00,Chase Pellegrini de Paur,Durham County,,1045,925,1045,1.13,1299,1.404,599,664,1.059,626,0.998,326,381,1.169,672,2.061,296.0,733,16,287.0,185.0,268.0,285.0,15.0,7.0,8.0,,14,14,,,1045,,,http://indyweek.com/news/durham/despite-concerns-from-some-members-durham-city-council-gives-duke-its-requested-rezoning/,"Law, Gov’t & Politics",
http://indyweek.com/news/duke-building-renamed-for-george-wall-as-his-ancestors-emphasize-he-was-one-of-millions/,Duke Building Renamed for George Wall As His Ancestors Emphasize: “He Was One of Millions”,2024-10-09 10:19,Justin Laidlaw,Durham County,,996,876,996,1.137,1152,1.315,706,756,1.049,539,0.748,170,240,1.412,612,3.6,507.0,384,105,65.0,171.0,117.0,608.0,26.0,13.0,11.0,,24,24,,,996,,,http://indyweek.com/news/duke-building-renamed-for-george-wall-as-his-ancestors-emphasize-he-was-one-of-millions/,Education,"Walltown, Durham, North Carolina"
http://indyweek.com/news/wake/hedingham-mass-shooting-victims-families-survivors-sue-accused-shooter-his-parents-homeowners-association-and-private-security-firm/,"Hedingham Mass Shooting Victims’ Families, Survivors Sue Accused Shooter, His Parents, Homeowner’s Association, and Private Security Firm",2024-10-07 14:18,Chloe Courtney Bohl,Wake County,,986,893,986,1.104,1381,1.546,685,738,1.034,757,1.06,208,248,1.192,624,3.0,561.0,373,52,115.0,188.0,20.0,626.0,34.0,11.0,22.0,,16,16,,,986,,,http://indyweek.com/news/wake/hedingham-mass-shooting-victims-families-survivors-sue-accused-shooter-his-parents-homeowners-association-and-private-security-firm/,"Law, Gov’t & Politics","Damages,Lawsuit,Mass shooting,Negligence,Parkland high school shooting,Police,Punitive damages"
http://indyweek.com/best-of-the-triangle/the-2nd-annual-best-of-the-best-of-the-triangle/,The 2nd Annual Best of the Best of the Triangle!,2024-10-23 11:54,Mathias Marchington,Best of the Triangle,"best of 2024,best of the triangle",960,727,960,1.32,317,0.436,502,670,1.279,171,0.326,225,290,1.289,145,0.644,579.0,379,2,4.0,368.0,26.0,463.0,27.0,18.0,3.0,,2,2,,,960,,,http://indyweek.com/best-of-the-triangle/the-2nd-annual-best-of-the-best-of-the-triangle/,,"Durham, North Carolina,Research Triangle,Write-in candidate"
http://indyweek.com/news/durham/,Durham,,Staff,Uncategorized,,909,547,909,1.662,473,0.865,381,532,1.33,246,0.615,166,377,2.271,227,1.367,592.0,309,8,43.0,780.0,4.0,60.0,,,,,,,,,,,,,,
http://indyweek.com/news/durham/tim-walz-bill-clinton-visit-durham-on-the-first-day-of-early-voting/,"Tim Walz, Bill Clinton Visit Durham on the First Day of Early Voting",2024-10-21 07:36,Chase Pellegrini de Paur,Durham County,2024 elections,903,785,903,1.15,1279,1.629,548,592,1.044,632,1.115,237,311,1.312,647,2.73,374.0,522,7,206.0,123.0,196.0,344.0,30.0,10.0,13.0,,13,13,,,903,,,http://indyweek.com/news/durham/tim-walz-bill-clinton-visit-durham-on-the-first-day-of-early-voting/,"Law, Gov’t & Politics,Politics",
http://indyweek.com/culture/owl-theory-staircase-peterson-durham/,“Death by Talons” Makes An Unconvincing Case for the Owl Theory,2023-09-27 12:08,Mark I. Pinksy,Page,,897,740,897,1.212,1422,1.922,675,783,1.071,1216,1.663,65,114,1.754,206,3.169,166.0,726,5,809.0,1.0,1.0,84.0,1.0,,,,,,,,897,,,http://indyweek.com/culture/owl-theory-staircase-peterson-durham/,"Law, Gov’t & Politics",Michael Peterson trial
http://indyweek.com/news/elections-news/candidate-questionnaire-janell-henry-durham-county-soil-and-water-conservation-district-supervisor/,"Candidate Questionnaire: Ja’Nell Henry, Durham County Soil and Water Conservation District Supervisor",2024-10-16 22:13,INDY staff,Elections,"2024 candidate questionnaire,2024 elections",886,801,886,1.106,1366,1.705,675,743,1.048,860,1.213,126,143,1.135,505,4.008,410.0,475,1,752.0,59.0,13.0,49.0,7.0,2.0,,,,,,,886,,,http://indyweek.com/news/elections-news/candidate-questionnaire-janell-henry-durham-county-soil-and-water-conservation-district-supervisor/,"Education,Law, Gov’t & Politics","Environmental justice,Environmental protection,Food system,Land use,Nature conservation,Soil,Sustainability,Water conservation,Water quality"
http://indyweek.com/culture/davie-poplar-becomes-rare-natural-roost-for-migrating-chimney-swifts/,"In Chapel Hill, an Iconic Tree Becomes a Rare Natural Roost for Migrating Chimney Swifts",2024-09-17 15:33,Catherine Wiles,Etc.,,884,804,884,1.1,419,0.521,748,799,1.023,313,0.401,56,85,1.518,106,1.893,506.0,374,4,31.0,13.0,10.0,733.0,92.0,83.0,7.0,,44,44,,,884,,,http://indyweek.com/culture/davie-poplar-becomes-rare-natural-roost-for-migrating-chimney-swifts/,"Animals,Birdwatching","Bird,Bird migration,Chimney swift,University of North Carolina at Chapel Hill"
http://indyweek.com/news/elections-news/indys-2024-general-election-voter-guide-downloadable/,INDY’s 2024 General Election Voter Guide (downloadable!),2024-10-16 07:49,INDY staff,Elections,2024 elections,851,675,851,1.261,555,0.822,415,523,1.233,262,0.618,260,328,1.262,292,1.123,542.0,302,7,28.0,403.0,5.0,380.0,5.0,5.0,,,,,,,851,,,http://indyweek.com/news/elections-news/indys-2024-general-election-voter-guide-downloadable/,,
http://indyweek.com/news/elections-news/candidate-questionnaire-reeves-peeler-raleigh-city-council-at-large/,"Candidate Questionnaire: Reeves Peeler, Raleigh City Council At-Large",2024-10-16 22:00,INDY staff,Elections,"2024 candidate questionnaire,2024 elections",817,703,817,1.162,1378,1.96,556,645,1.146,948,1.684,147,172,1.17,429,2.918,365.0,443,9,489.0,180.0,21.0,68.0,46.0,33.0,5.0,,,,,,817,,,http://indyweek.com/news/elections-news/candidate-questionnaire-reeves-peeler-raleigh-city-council-at-large/,"Law, Gov’t & Politics,Real Estate,Science","Democratic Party (United States),Employment"
http://indyweek.com/news/childs-bicycling-death-haunts-east-durham-neighborhood/,"A Child’s Bicycling Death Haunts a Durham Neighborhood. 35 Years Later, There’s Still No Sidewalk.",2024-10-08 14:48,"Fred Clasen-Kelly and Renuka Rayasam, KFF Health News",Durham County,,797,714,797,1.116,701,0.982,558,599,1.06,348,0.616,156,198,1.269,353,2.263,513.0,229,55,26.0,170.0,27.0,544.0,25.0,11.0,11.0,,47,47,,,797,,,http://indyweek.com/news/childs-bicycling-death-haunts-east-durham-neighborhood/,"Automotive,Health & Fitness","Redlining,Sidewalk"
